"Step","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval__MAX","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval__MAX","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval__MAX","2025-05-02_11-45-15_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-02_11-45-15_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-02_11-45-15_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-05-02_11-44-40_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-02_11-44-40_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-02_11-44-40_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-05-02_11-38-26_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-02_11-38-26_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-02_11-38-26_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-02_11-38-41_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-02_11-38-41_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-02_11-38-41_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-02_01-30-24_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-02_01-30-24_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-02_01-30-24_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-02_01-30-17_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-02_01-30-17_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-02_01-30-17_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-02_01-26-13_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - eval/avg episode reward","2025-05-02_01-26-13_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - eval/avg episode reward__MIN","2025-05-02_01-26-13_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - eval/avg episode reward__MAX"
"265000","1144.1357237440752","1144.1357237440752","1144.1357237440752","876.5878910660061","876.5878910660061","876.5878910660061","981.4013855630026","981.4013855630026","981.4013855630026","","","","","","","","","","","","","","","","","","","","",""
"270000","1107.2981630867919","1107.2981630867919","1107.2981630867919","1242.1866144803807","1242.1866144803807","1242.1866144803807","1078.2014333722386","1078.2014333722386","1078.2014333722386","","","","","","","","","","","","","","","","","","","","",""
"275000","1727.9203335509194","1727.9203335509194","1727.9203335509194","783.5433107174293","783.5433107174293","783.5433107174293","1131.556928431731","1131.556928431731","1131.556928431731","","","","","","","","","","","","","","","","","","","","",""
"280000","1189.505647887814","1189.505647887814","1189.505647887814","849.0078473328853","849.0078473328853","849.0078473328853","1261.6389437449318","1261.6389437449318","1261.6389437449318","","","","","","","","","","","","","","","","","","","","",""
"285000","1230.742859178212","1230.742859178212","1230.742859178212","1110.949515042736","1110.949515042736","1110.949515042736","1033.6469633558254","1033.6469633558254","1033.6469633558254","","","","","","","","","","","","","","","","","","","","",""
"290000","1077.6873464633713","1077.6873464633713","1077.6873464633713","1227.976117280836","1227.976117280836","1227.976117280836","1357.495210373363","1357.495210373363","1357.495210373363","","","","","","","","","","","","","","","","","","","","",""
"295000","979.2669146359164","979.2669146359164","979.2669146359164","1100.4134989461854","1100.4134989461854","1100.4134989461854","1389.320594647317","1389.320594647317","1389.320594647317","","","","","","","","","","","","","","","","","","","","",""
"300000","935.9540015374321","935.9540015374321","935.9540015374321","941.6836723265463","941.6836723265463","941.6836723265463","1304.9330102286194","1304.9330102286194","1304.9330102286194","","","","","","","","","","","","","","","","","","","","",""
"305000","1190.5655271255964","1190.5655271255964","1190.5655271255964","803.0266549717672","803.0266549717672","803.0266549717672","1563.8170680375295","1563.8170680375295","1563.8170680375295","","","","","","","","","","","","","","","","","","","","",""
"310000","1234.869441108021","1234.869441108021","1234.869441108021","1199.0007415726764","1199.0007415726764","1199.0007415726764","1020.7956098415826","1020.7956098415826","1020.7956098415826","","","","","","","","","","","","","","","","","","","","",""
"315000","1104.748823478801","1104.748823478801","1104.748823478801","942.4286218068039","942.4286218068039","942.4286218068039","1751.5682090831926","1751.5682090831926","1751.5682090831926","","","","","","","","","","","","","","","","","","","","",""
"320000","2100.518918116201","2100.518918116201","2100.518918116201","991.9059462302296","991.9059462302296","991.9059462302296","1280.917525867744","1280.917525867744","1280.917525867744","","","","","","","","","","","","","","","","","","","","",""
"325000","994.2133037148527","994.2133037148527","994.2133037148527","1212.1217412528017","1212.1217412528017","1212.1217412528017","1752.0904258845308","1752.0904258845308","1752.0904258845308","","","","","","","","","","","","","","","","","","","","",""
"330000","2485.7626470177584","2485.7626470177584","2485.7626470177584","1213.5473179626606","1213.5473179626606","1213.5473179626606","1332.434023244652","1332.434023244652","1332.434023244652","","","","","","","","","","","","","","","","","","","","",""
"335000","1068.0128304831737","1068.0128304831737","1068.0128304831737","1267.2224621098019","1267.2224621098019","1267.2224621098019","1302.0473578970277","1302.0473578970277","1302.0473578970277","","","","","","","","","","","","","","","","","","","","",""
"340000","1351.9589233892111","1351.9589233892111","1351.9589233892111","1332.7637484252189","1332.7637484252189","1332.7637484252189","1406.5268333202328","1406.5268333202328","1406.5268333202328","","","","","","","","","","","","","","","","","","","","",""
"345000","1645.6533002082076","1645.6533002082076","1645.6533002082076","1116.3087900528542","1116.3087900528542","1116.3087900528542","1779.9191372514658","1779.9191372514658","1779.9191372514658","","","","","","","","","","","","","","","","","","","","",""
"350000","1304.971227417737","1304.971227417737","1304.971227417737","1361.3793625398268","1361.3793625398268","1361.3793625398268","997.8482763527039","997.8482763527039","997.8482763527039","","","","","","","","","","","","","","","","","","","","",""
"355000","1228.2381042314862","1228.2381042314862","1228.2381042314862","1103.1214127865783","1103.1214127865783","1103.1214127865783","1176.3346521686285","1176.3346521686285","1176.3346521686285","","","","","","","","","","","","","","","","","","","","",""
"360000","1277.8032156052273","1277.8032156052273","1277.8032156052273","921.9450525791157","921.9450525791157","921.9450525791157","1705.7539498316592","1705.7539498316592","1705.7539498316592","","","","","","","","","","","","","","","","","","","","",""
"365000","1671.6789617564705","1671.6789617564705","1671.6789617564705","1135.3559853553347","1135.3559853553347","1135.3559853553347","2387.252739314009","2387.252739314009","2387.252739314009","","","","","","","","","","","","","","","","","","","","",""
"370000","2046.374564006097","2046.374564006097","2046.374564006097","1773.7816027851572","1773.7816027851572","1773.7816027851572","1517.7257312276242","1517.7257312276242","1517.7257312276242","","","","","","","","","","","","","","","","","","","","",""
"375000","2699.8156514785283","2699.8156514785283","2699.8156514785283","1574.3381012696518","1574.3381012696518","1574.3381012696518","1984.3535721253052","1984.3535721253052","1984.3535721253052","","","","","","","","","","","","","","","","","","","","",""
"380000","1284.7175411958294","1284.7175411958294","1284.7175411958294","946.3487766903482","946.3487766903482","946.3487766903482","2243.4169467112497","2243.4169467112497","2243.4169467112497","","","","","","","","","","","","","","","","","","","","",""
"385000","1456.3420047688276","1456.3420047688276","1456.3420047688276","1205.9532359738123","1205.9532359738123","1205.9532359738123","1093.1520357453178","1093.1520357453178","1093.1520357453178","","","","","","","","","","","","","","","","","","","","",""
"390000","1219.2050377794642","1219.2050377794642","1219.2050377794642","2569.791388717824","2569.791388717824","2569.791388717824","1116.4237752070808","1116.4237752070808","1116.4237752070808","","","","","","","","","","","","","","","","","","","","",""
"395000","1666.2873212340426","1666.2873212340426","1666.2873212340426","1349.7084538424917","1349.7084538424917","1349.7084538424917","1405.5086421138049","1405.5086421138049","1405.5086421138049","","","","","","","","","","","","","","","","","","","","",""
"400000","1058.0121242951595","1058.0121242951595","1058.0121242951595","1528.8643698269616","1528.8643698269616","1528.8643698269616","3228.2897558835252","3228.2897558835252","3228.2897558835252","","","","","","","","","","","","","","","","","","","","",""
"405000","1696.4803821914884","1696.4803821914884","1696.4803821914884","1037.4179758303192","1037.4179758303192","1037.4179758303192","1540.7181978213982","1540.7181978213982","1540.7181978213982","","","","","","","","","","","","","","","","","","","","",""
"410000","1336.7752949804437","1336.7752949804437","1336.7752949804437","1725.9194983449402","1725.9194983449402","1725.9194983449402","1271.317348507739","1271.317348507739","1271.317348507739","","","","","","","","","","","","","","","","","","","","",""
"415000","1068.6266725012276","1068.6266725012276","1068.6266725012276","1907.1868100685626","1907.1868100685626","1907.1868100685626","1665.2199192840362","1665.2199192840362","1665.2199192840362","","","","","","","","","","","","","","","","","","","","",""
"420000","1220.1829587330858","1220.1829587330858","1220.1829587330858","1369.2896280050325","1369.2896280050325","1369.2896280050325","1239.8983729433094","1239.8983729433094","1239.8983729433094","","","","","","","","","","","","","","","","","","","","",""
"425000","2303.198194934823","2303.198194934823","2303.198194934823","1169.408159743215","1169.408159743215","1169.408159743215","1623.8476955430172","1623.8476955430172","1623.8476955430172","","","","","","","","","","","","","","","","","","","","",""
"430000","1126.284238905432","1126.284238905432","1126.284238905432","1693.9721648416125","1693.9721648416125","1693.9721648416125","1634.025497825709","1634.025497825709","1634.025497825709","","","","","","","","","","","","","","","","","","","","",""
"435000","944.4889818154013","944.4889818154013","944.4889818154013","1823.578656350332","1823.578656350332","1823.578656350332","1978.4287410578006","1978.4287410578006","1978.4287410578006","","","","","","","","","","","","","","","","","","","","",""
"440000","2059.0950255283424","2059.0950255283424","2059.0950255283424","2549.973520509412","2549.973520509412","2549.973520509412","1873.849785702529","1873.849785702529","1873.849785702529","","","","","","","","","","","","","","","","","","","","",""
"445000","1361.8195545347364","1361.8195545347364","1361.8195545347364","1165.073231349295","1165.073231349295","1165.073231349295","1792.636108621497","1792.636108621497","1792.636108621497","","","","","","","","","","","","","","","","","","","","",""
"450000","1553.6405373657735","1553.6405373657735","1553.6405373657735","1195.601535727324","1195.601535727324","1195.601535727324","1208.632801760264","1208.632801760264","1208.632801760264","","","","","","","","","","","","","","","","","","","","",""
"455000","1291.3959526370418","1291.3959526370418","1291.3959526370418","1122.496942015016","1122.496942015016","1122.496942015016","1312.2990678543754","1312.2990678543754","1312.2990678543754","","","","","","","","","","","","","","","","","","","","",""
"460000","1516.9055268900538","1516.9055268900538","1516.9055268900538","2317.7211019026236","2317.7211019026236","2317.7211019026236","1640.345729247965","1640.345729247965","1640.345729247965","","","","","","","","","","","","","","","","","","","","",""
"465000","3608.378611751054","3608.378611751054","3608.378611751054","1452.4037373682252","1452.4037373682252","1452.4037373682252","1405.9281126509695","1405.9281126509695","1405.9281126509695","","","","","","","","","","","","","","","","","","","","",""
"470000","1686.6064526259186","1686.6064526259186","1686.6064526259186","877.0273239011902","877.0273239011902","877.0273239011902","1949.012966870742","1949.012966870742","1949.012966870742","","","","","","","","","","","","","","","","","","","","",""
"475000","3013.1592408332717","3013.1592408332717","3013.1592408332717","1490.6065389353414","1490.6065389353414","1490.6065389353414","1959.612274041033","1959.612274041033","1959.612274041033","","","","","","","","","","","","","","","","","","","","",""
"480000","1583.157036685271","1583.157036685271","1583.157036685271","1934.0848149878154","1934.0848149878154","1934.0848149878154","2159.2950108782825","2159.2950108782825","2159.2950108782825","","","","","","","","","","","","","","","","","","","","",""
"485000","1072.8020741084792","1072.8020741084792","1072.8020741084792","1880.008732169256","1880.008732169256","1880.008732169256","2093.509215886703","2093.509215886703","2093.509215886703","","","","","","","","","","","","","","","","","","","","",""
"490000","1494.825984016568","1494.825984016568","1494.825984016568","2307.7196448379004","2307.7196448379004","2307.7196448379004","1695.705586432288","1695.705586432288","1695.705586432288","","","","","","","","","","","","","","","","","","","","",""
"495000","2537.956087671326","2537.956087671326","2537.956087671326","2509.091590760963","2509.091590760963","2509.091590760963","2332.623770064363","2332.623770064363","2332.623770064363","","","","","","","","","","","","","","","","","","","","",""
"500000","1741.7537763395583","1741.7537763395583","1741.7537763395583","3442.2372969174926","3442.2372969174926","3442.2372969174926","1569.8932653925265","1569.8932653925265","1569.8932653925265","","","","","","","","","","","","","","","","","","","","",""
"505000","4312.79971609811","4312.79971609811","4312.79971609811","1665.3933731469574","1665.3933731469574","1665.3933731469574","1545.0921629486631","1545.0921629486631","1545.0921629486631","","","","","","","","","","","","","","","","","","","","",""
"510000","1597.429169008318","1597.429169008318","1597.429169008318","2531.734550000369","2531.734550000369","2531.734550000369","1974.98859329367","1974.98859329367","1974.98859329367","","","","","","","","","","","","","","","","","","","","",""
"515000","1249.2315982900357","1249.2315982900357","1249.2315982900357","1423.2175964364158","1423.2175964364158","1423.2175964364158","1732.6445155230438","1732.6445155230438","1732.6445155230438","","","","","","","","","","","","","","","","","","","","",""
"520000","1666.0356670899628","1666.0356670899628","1666.0356670899628","2490.1869897614342","2490.1869897614342","2490.1869897614342","1933.1666503147294","1933.1666503147294","1933.1666503147294","","","","","","","","","","","","","","","","","","","","",""
"525000","2529.956438361913","2529.956438361913","2529.956438361913","1585.5114098128927","1585.5114098128927","1585.5114098128927","2073.592379025839","2073.592379025839","2073.592379025839","","","","","","","","","","","","","","","","","","","","",""
"530000","1054.1695559009654","1054.1695559009654","1054.1695559009654","2081.426260098654","2081.426260098654","2081.426260098654","1669.1405336357318","1669.1405336357318","1669.1405336357318","","","","","","","","","","","","","","","","","","","","",""
"535000","1232.0698986802452","1232.0698986802452","1232.0698986802452","1470.756833034276","1470.756833034276","1470.756833034276","2021.8837416820825","2021.8837416820825","2021.8837416820825","","","","","","","","","","","","","","","","","","","","",""
"540000","2772.131000251816","2772.131000251816","2772.131000251816","1899.2193630840338","1899.2193630840338","1899.2193630840338","2191.0465789868044","2191.0465789868044","2191.0465789868044","","","","","","","","","","","","","","","","","","","","",""
"545000","1875.3720539183232","1875.3720539183232","1875.3720539183232","1670.3662258420275","1670.3662258420275","1670.3662258420275","1648.6125061100865","1648.6125061100865","1648.6125061100865","","","","","","","","","","","","","","","","","","","","",""
"550000","1495.3475901053926","1495.3475901053926","1495.3475901053926","1634.697393114076","1634.697393114076","1634.697393114076","1917.9324823692598","1917.9324823692598","1917.9324823692598","","","","","","","","","","","","","","","","","","","","",""
"555000","2068.9369642342576","2068.9369642342576","2068.9369642342576","1691.4396783768057","1691.4396783768057","1691.4396783768057","1933.8039763932538","1933.8039763932538","1933.8039763932538","","","","","","","","","","","","","","","","","","","","",""
"560000","1483.1953963401254","1483.1953963401254","1483.1953963401254","2318.4020231943286","2318.4020231943286","2318.4020231943286","1727.8168660539882","1727.8168660539882","1727.8168660539882","","","","","","","","","","","","","","","","","","","","",""
"565000","2528.7304707044746","2528.7304707044746","2528.7304707044746","2334.347607007821","2334.347607007821","2334.347607007821","1681.9160932170257","1681.9160932170257","1681.9160932170257","","","","","","","","","","","","","","","","","","","","",""
"570000","1671.4336391099976","1671.4336391099976","1671.4336391099976","3505.4299291894813","3505.4299291894813","3505.4299291894813","2035.6838730704603","2035.6838730704603","2035.6838730704603","","","","","","","","","","","","","","","","","","","","",""
"575000","2481.1104240718073","2481.1104240718073","2481.1104240718073","2663.864916183092","2663.864916183092","2663.864916183092","1822.4456149891168","1822.4456149891168","1822.4456149891168","","","","","","","","","","","","","","","","","","","","",""
"580000","1201.4539488273629","1201.4539488273629","1201.4539488273629","1489.3072942209312","1489.3072942209312","1489.3072942209312","2565.851239366223","2565.851239366223","2565.851239366223","","","","","","","","","","","","","","","","","","","","",""
"585000","1601.6327240315313","1601.6327240315313","1601.6327240315313","2358.424384621624","2358.424384621624","2358.424384621624","3153.7586256218806","3153.7586256218806","3153.7586256218806","","","","","","","","","","","","","","","","","","","","",""
"590000","1509.9906586280692","1509.9906586280692","1509.9906586280692","1723.3868161079715","1723.3868161079715","1723.3868161079715","2390.4542687595344","2390.4542687595344","2390.4542687595344","","","","","","","","","","","","","","","","","","","","",""
"595000","2300.098443534713","2300.098443534713","2300.098443534713","2530.638314227757","2530.638314227757","2530.638314227757","2155.626712125905","2155.626712125905","2155.626712125905","","","","","","","","","","","","","","","","","","","","",""
"600000","2306.196021004688","2306.196021004688","2306.196021004688","3173.5901423397568","3173.5901423397568","3173.5901423397568","1568.905876281632","1568.905876281632","1568.905876281632","","","","","","","","","","","","","","","","","","","","",""
"605000","2500.6689953862806","2500.6689953862806","2500.6689953862806","1117.3018953978258","1117.3018953978258","1117.3018953978258","1720.6012133764357","1720.6012133764357","1720.6012133764357","","","","","","","","","","","","","","","","","","","","",""
"610000","2491.616051654719","2491.616051654719","2491.616051654719","2437.0600833217068","2437.0600833217068","2437.0600833217068","2078.581009166136","2078.581009166136","2078.581009166136","","","","","","","","","","","","","","","","","","","","",""
"615000","3526.1036152208594","3526.1036152208594","3526.1036152208594","1695.7176332856498","1695.7176332856498","1695.7176332856498","2537.0488215407645","2537.0488215407645","2537.0488215407645","","","","","","","","","","","","","","","","","","","","",""
"620000","1333.8947093577403","1333.8947093577403","1333.8947093577403","1362.6948370095267","1362.6948370095267","1362.6948370095267","3797.2758840934157","3797.2758840934157","3797.2758840934157","","","","","","","","","","","","","","","","","","","","",""
"625000","2031.3231052242568","2031.3231052242568","2031.3231052242568","2012.2451991398802","2012.2451991398802","2012.2451991398802","2456.9319161338817","2456.9319161338817","2456.9319161338817","","","","","","","","","","","","","","","","","","","","",""
"630000","1426.4008154753847","1426.4008154753847","1426.4008154753847","2047.2035155796798","2047.2035155796798","2047.2035155796798","1266.4314391502373","1266.4314391502373","1266.4314391502373","","","","","","","","","","","","","","","","","","","","",""
"635000","3322.699154772259","3322.699154772259","3322.699154772259","1379.2380307459275","1379.2380307459275","1379.2380307459275","1619.0068048934809","1619.0068048934809","1619.0068048934809","","","","","","","","","","","","","","","","","","","","",""
"640000","2244.375178157983","2244.375178157983","2244.375178157983","1985.1637804996287","1985.1637804996287","1985.1637804996287","3196.171353893869","3196.171353893869","3196.171353893869","","","","","","","","","","","","","","","","","","","","",""
"645000","2115.779689762387","2115.779689762387","2115.779689762387","2662.8767822863592","2662.8767822863592","2662.8767822863592","2562.402215637462","2562.402215637462","2562.402215637462","","","","","","","","","","","","","","","","","","","","",""
"650000","1865.3645504512144","1865.3645504512144","1865.3645504512144","2111.086365575989","2111.086365575989","2111.086365575989","1773.6089648971822","1773.6089648971822","1773.6089648971822","","","","","","","","","","","","","","","","","","","","",""
"655000","1709.742579362659","1709.742579362659","1709.742579362659","1934.7149958493203","1934.7149958493203","1934.7149958493203","1551.3223527360917","1551.3223527360917","1551.3223527360917","","","","","","","","","","","","","","","","","","","","",""
"660000","3377.818807356543","3377.818807356543","3377.818807356543","1506.6266565082826","1506.6266565082826","1506.6266565082826","2233.792004829542","2233.792004829542","2233.792004829542","","","","","","","","","","","","","","","","","","","","",""
"665000","1706.156372767808","1706.156372767808","1706.156372767808","2384.8482672937052","2384.8482672937052","2384.8482672937052","2348.479121178831","2348.479121178831","2348.479121178831","","","","","","","","","","","","","","","","","","","","",""
"670000","2474.4611035583644","2474.4611035583644","2474.4611035583644","3363.635555160414","3363.635555160414","3363.635555160414","1894.7040024709731","1894.7040024709731","1894.7040024709731","","","","","","","","","","","","","","","","","","","","",""
"675000","1679.7415792247564","1679.7415792247564","1679.7415792247564","1275.8829518306848","1275.8829518306848","1275.8829518306848","1790.8584090405614","1790.8584090405614","1790.8584090405614","","","","","","","","","","","","","","","","","","","","",""
"680000","2367.665332524764","2367.665332524764","2367.665332524764","2377.281038459586","2377.281038459586","2377.281038459586","2308.457036762625","2308.457036762625","2308.457036762625","","","","","","","","","","","","","","","","","","","","",""
"685000","2583.3422073309885","2583.3422073309885","2583.3422073309885","2375.1816948353194","2375.1816948353194","2375.1816948353194","1784.0316558098336","1784.0316558098336","1784.0316558098336","","","","","","","","","","","","","","","","","","","","",""
"690000","1364.9937113872595","1364.9937113872595","1364.9937113872595","2543.213364461676","2543.213364461676","2543.213364461676","5269.848094705006","5269.848094705006","5269.848094705006","","","","","","","","","","","","","","","","","","","","",""
"695000","4212.778927230864","4212.778927230864","4212.778927230864","2819.9104917869913","2819.9104917869913","2819.9104917869913","2383.504481725447","2383.504481725447","2383.504481725447","","","","","","","","","","","","","","","","","","","","",""
"700000","1654.4838102146707","1654.4838102146707","1654.4838102146707","2216.624195335128","2216.624195335128","2216.624195335128","2179.4971199696006","2179.4971199696006","2179.4971199696006","","","","","","","","","","","","","","","","","","","","",""
"705000","3159.491562883313","3159.491562883313","3159.491562883313","1261.4026979870307","1261.4026979870307","1261.4026979870307","2508.6556214056104","2508.6556214056104","2508.6556214056104","","","","","","","","","","","","","","","","","","","","",""
"710000","1681.3064302513571","1681.3064302513571","1681.3064302513571","2675.2835509989327","2675.2835509989327","2675.2835509989327","1669.3720378552914","1669.3720378552914","1669.3720378552914","","","","","","","","","","","","","","","","","","","","",""
"715000","1892.2764508959604","1892.2764508959604","1892.2764508959604","1642.323101005858","1642.323101005858","1642.323101005858","1592.0638795299624","1592.0638795299624","1592.0638795299624","","","","","","","","","","","","","","","","","","","","",""
"720000","2425.445130515897","2425.445130515897","2425.445130515897","1849.0572173794287","1849.0572173794287","1849.0572173794287","2946.225254714138","2946.225254714138","2946.225254714138","","","","","","","","","","","","","","","","","","","","",""
"725000","1805.332290223439","1805.332290223439","1805.332290223439","2252.744029706663","2252.744029706663","2252.744029706663","1920.0680153461672","1920.0680153461672","1920.0680153461672","","","","","","","","","","","","","","","","","","","","",""
"730000","1396.5076169233223","1396.5076169233223","1396.5076169233223","4383.283891032474","4383.283891032474","4383.283891032474","5109.256323809868","5109.256323809868","5109.256323809868","","","","","","","","","","","","","","","","","","","","",""
"735000","2476.908207651796","2476.908207651796","2476.908207651796","3240.6955992112594","3240.6955992112594","3240.6955992112594","1622.696040638851","1622.696040638851","1622.696040638851","","","","","","","","","","","","","","","","","","","","",""
"740000","3528.44268706134","3528.44268706134","3528.44268706134","1881.9139541213008","1881.9139541213008","1881.9139541213008","2593.4725935513306","2593.4725935513306","2593.4725935513306","","","","","","","","","","","","","","","","","","","","",""
"745000","2673.8365590569633","2673.8365590569633","2673.8365590569633","1480.654262292291","1480.654262292291","1480.654262292291","1854.8364519890638","1854.8364519890638","1854.8364519890638","","","","","","","","","","","","","","","","","","","","",""
"750000","1481.9331080639024","1481.9331080639024","1481.9331080639024","2502.2254463451854","2502.2254463451854","2502.2254463451854","1984.421589460225","1984.421589460225","1984.421589460225","","","","","","","","","","","","","","","","","","","","",""
"755000","2318.0543754261626","2318.0543754261626","2318.0543754261626","2513.8325939721162","2513.8325939721162","2513.8325939721162","2150.7443151063144","2150.7443151063144","2150.7443151063144","","","","","","","","","","","","","","","","","","","","",""
"760000","2223.980183898931","2223.980183898931","2223.980183898931","2082.0910353404606","2082.0910353404606","2082.0910353404606","1195.9653146816302","1195.9653146816302","1195.9653146816302","","","","","","","","","","","","","","","","","","","","",""
"765000","1967.119256073942","1967.119256073942","1967.119256073942","3172.928839007549","3172.928839007549","3172.928839007549","2431.0460664368184","2431.0460664368184","2431.0460664368184","","","","","","","","","","","","","","","","","","","","",""